ID,Repository_Name,Repository_URL,Repository_Contacts,Repository_Size,Repository_Language,Repository_Provider_Type,Institution_Name,Institution_Country,Institution_Responsibility_Type,Institution_Type,Institution_URL,Policies,Database_Accesses,Database_Licenses,Data_Accesses,Data_Licenses
r3d100013015,Project Data Sphere,https://www.projectdatasphere.org/projectdatasphere/html/home,https://www.projectdatasphere.org/projectdatasphere/html/contactUs info@projectdatasphere.org ,189 datasets,eng,dataProvider,SAS,USA,technical,commercial,https://www.sas.com/en_us/home.html,Terms of Use(https://data.projectdatasphere.org/projectdatasphere/html/termsOfUse) ,open ,,restricted  ,other (https://data.projectdatasphere.org/projectdatasphere/html/resources/PDF/DATA_USER_AGREEMENT) 
r3d100013027,Dementias Platform UK Data Portal,https://portal.dementiasplatform.uk/,https://portal.dementiasplatform.uk/Home/Contact info@dementiasplatform.uk ,45 cohorts; records of over 3 million peoples,eng,dataProvider,"University of Oxford,  Department of Psychiatry, Warneford Hospital",GBR,general,non-profit,https://www.psych.ox.ac.uk/,Data Management Policy(https://portal.dementiasplatform.uk/Apply/DataManagementPolicy) Freedom of Information Act 2000(http://www.admin.ox.ac.uk/councilsec/compliance/foi/) Researcher Intellectual Property Policy(https://portal.dementiasplatform.uk/Apply/ResearcherIntellectualPropertyPolicy) Terms & Conditions(https://portal.dementiasplatform.uk/Home/TermsAndConditions) ,open ,,restricted  ,other (https://portal.dementiasplatform.uk/Apply/DataAccessPolicy) 
r3d100013031,AIDA Data Hub,https://datasets.aida.medtech4health.se/,claes.lundstrom@liu.se joel.hedlund@liu.se ,4.32 TB and growing,eng,dataProvider,Sectra AB,SWE,general,non-profit,https://www.sectra.com/,AIDA GDPR policy(https://docs.google.com/document/d/1TvjTeoUiqaafnBQGaJDjHcFCUBfhiKmUTWJG_bkGIWs/edit) ,open ,,embargoed  open  restricted  ,other (https://datasets.aida.medtech4health.se/10.23698/aida/drbr#license) 
r3d100013051,ENCODE,https://www.encodeproject.org/,encode-help@lists.stanford.edu https://www.encodeproject.org/help/contacts/ ,,eng,dataProvider,Stanford University,USA,general,non-profit,https://www.stanford.edu/,Current ENCODE Consortium Data Release Policy(https://www.genome.gov/Pages/Research/ENCODE/ENCODE_Data_Use_Policy_for_External_Users_03-07-14.pdf) ENCODE Data Policy(http://genome.ucsc.edu/ENCODE/terms.html) ,open ,,open  ,CC0 (http://genome.ucsc.edu/ENCODE/terms.html) Copyrights (https://www.encodeproject.org/help/citing-encode/) 
r3d100013090,UCL Research Data Repository,https://rdr.ucl.ac.uk/,researchdatarepository@ucl.ac.uk. ,,eng,dataProvider,University College London,GBR,general,non-profit,https://www.ucl.ac.uk/,Policies and Guidelines(https://www.ucl.ac.uk/research/integrity/policies-and-guidelines) Research Data Management(https://www.ucl.ac.uk/library/research-support/research-data-management) UCL Research Data Policy(https://www.ucl.ac.uk/library/research-support/research-data-management/policies-funders-expectations) ,open ,,embargoed  open  ,Apache License 2.0 (https://www.apache.org/licenses/LICENSE-2.0) CC (https://creativecommons.org/licenses/by/3.0/) CC0 (https://creativecommons.org/publicdomain/zero/1.0/legalcode) other (https://www.gnu.org/licenses/gpl-3.0.en.html) 
r3d100013199,Population Health Data Archive,http://www.ncmi.cn/,http://www.ncmi.cn/phda/support.html?type=aboutus rkjkpt@126.com ,78.91TB,zho,dataProvider,Chinese Academy of Medical Sciences & Peking Union Medical College,CHN,funding,non-profit,http://english.cams.cn/index.html,Core Trust Seal(https://www.coretrustseal.org/wp-content/uploads/2021/07/20210709-national-population-health-data-center_CTS_certification_2020-2022.pdf) ,open ,,open  ,Copyrights (http://www.ncmi.cn/) 
r3d100013212,Repositorio de datos de investigación de la Universidad del Rosario,https://research-data.urosario.edu.co/,researchdata@urosario.edu.co ,14 dataverses; 24 datasets; 283 files,eng,dataProvider,Universidad del Rosario,COL,funding,non-profit,https://www.urosario.edu.co/,Política Institucional para la gestión de datos de investigación(https://repository.urosario.edu.co/handle/10336/19340) Términos y condiciones(https://www.urosario.edu.co/Terminos-y-condiciones-1/) User Guide(http://guides.dataverse.org/en/4.9.4/user/) ,open ,CC (https://creativecommons.org/) ,embargoed  open  restricted  ,CC (https://creativecommons.org/) 
r3d100013217,ESRF Portal,https://data.esrf.fr,https://www.esrf.eu/FeedbackForm ,12 open data collections; 589 closed data collections,eng,dataProvider,European Synchrotron Radiation Facility,EEC,general,non-profit,https://www.esrf.eu/,Disclaimer and privacy policy(https://www.esrf.eu/home/about/disclaimer-and-privacy-policy.html) ESRF Data Policy(https://www.esrf.eu/datapolicy) The ESRF Data Policy(http://www.esrf.eu/files/live/sites/www/files/about/organisation/ESRF%20data%20policy-web.pdf) ,restricted ,,embargoed  open  ,CC (https://creativecommons.org/licenses/by/4.0/) 
r3d100013224,Broad GDAC Firehose,http://gdac.broadinstitute.org/,gdac@broadinstitute.org ,55 terabytes,eng,dataProvider,"National Institutes of Health, National Cancer Institute, Center for Cancer Genomics, The Cancer Genome Atlas Program Office",USA,funding,non-profit,https://www.cancer.gov/about-nci/organization/ccg/about/contact#4,Data Usage Policy(https://broadinstitute.atlassian.net/wiki/spaces/GDAC/pages/844333156/Data+Usage+Policy) ,open ,,open  ,Public Domain (https://www.cancer.gov/about-nci/organization/ccg/research/structural-genomics/tcga/using-tcga/citing-tcga) 
r3d100013228,immuneACCESS,https://clients.adaptivebiotech.com/immuneaccess,privacy@adaptivebiotech.com ,9.641 human samples; 900 mouse samples; 828.351.986 nucleotide sequences,eng,dataProvider,Adaptive Biotechnologies,USA,general,commercial,https://www.adaptivebiotech.com/,Terms of Use(https://clients.adaptivebiotech.com/terms-of-use) ,open ,,restricted  ,Copyrights (https://clients.adaptivebiotech.com/terms-of-use) 
r3d100013248,Migrant Integration Policy Index,http://www.mipex.eu/,http://www.mipex.eu/contact mipex2015@cidob.org ,38 countries; 167 indications; 8 policy areas,eng,dataProvider,Migration Policy Group,BEL,general,non-profit,https://www.migpolgroup.com/,,open ,,open  ,other (http://www.mipex.eu/frequently-asked-questions) 
r3d100013263,FaceBase,https://www.facebase.org,help@facebase.org ,855 datasets,eng,dataProvider,"University of Southern California, Information Sciences Institute",USA,general,non-profit,https://isi.edu/,Data Access Policies(https://www.facebase.org/access/policies/) Terms of use(https://www.facebase.org/odocs/tou-unrestricted-data/) ,open ,,open  restricted  ,Copyrights (https://www.facebase.org/odocs/tou-unrestricted-data/) 
r3d100013268,COVID-19 Interactive Map,https://coronavirus.jhu.edu/map.html,COVID19map@jhu.edu ,,eng,serviceProvider,"Johns Hopkins University, Center for Systems Science and Engineering",USA,technical,non-profit,https://systems.jhu.edu/,Map FAQ(https://coronavirus.jhu.edu/map-faq) ,open ,,open  ,Copyrights (https://coronavirus.jhu.edu/map-faq.html) 
r3d100013292,COVID-19 Data Portal,https://www.covid19dataportal.org/,ecovid19@ebi.ac.uk ,,eng,dataProvider,"European Union, Horizon 2020",EEC,funding,non-profit,https://ec.europa.eu/programmes/horizon2020,Data access EGA studies(https://ega-archive.org/access/data-access) Terms of Use(https://www.ebi.ac.uk/about/terms-of-use/) ,open ,,open  restricted  ,Copyrights (https://www.ebi.ac.uk/about/terms-of-use/) 
r3d100013294,Chinese Clinical Trial Register,https://www.chictr.org.cn/enIndex.aspx,chictr@scu.edu.cn ,51.143 trials,eng,dataProvider,West China Hospital of Sichuan University,CHN,funding,non-profit,https://www.wchscu.cn/,Declaration of Helsinki(https://www.chictr.org.cn/uploads/documents/201610/df3df4b49abd489e9eabf5d02e2bad45.pdf) Policy of the ChiCTR(https://www.chictr.org.cn/enindex.aspx) ,open ,,embargoed  restricted  ,Copyrights (http://www.chictr.org.cn/enindex.aspx) 
r3d100013299,Liverpool COVID-19 Drug Interactions,https://www.covid19-druginteractions.org/,covidpk@liverpool.ac.uk ,,eng,dataProvider,"University of Liverpool, Pharmacology Research Labs, Liverpool Drug Interactions Group",GBR,general,non-profit,https://www.covid19-druginteractions.org/,Terms & Conditions(https://www.covid19-druginteractions.org/terms) ,open ,,open  ,Copyrights (https://www.covid19-druginteractions.org/terms) 
r3d100013300,COVID-19 Research Collaborations,https://covid19.elsevierpure.com/,,330 datsets,cat,serviceProvider,Elsevier,NLD,general,non-profit,https://www.relx.com/,,open ,,open  ,CC (http://creativecommons.org/) 
r3d100013301,DisGeNET,http://www.disgenet.org,info@disgenetplus.com ,,eng,dataProvider,"Research Programme on Biomedical Informatics, Integrative Biomedical Informatics",ESP,general,non-profit,http://grib.imim.es/research/integrative-biomedical-informatics/,DisGeNET web interface user guide(https://www.disgenet.org/static/disgenet_ap1/files/current/DisGeNET_Web_v7.pdf) Legal Notices(https://www.disgenet.org/legal) ,open ,ODC (http://opendatacommons.org/licenses/odbl/1.0/) ,open  ,CC (https://creativecommons.org/licenses/by-nc-sa/4.0/) ODC (http://opendatacommons.org/licenses/odbl/1.0/) 
r3d100013302,EU Clinical Trial Register,https://www.clinicaltrialsregister.eu/,euctr@ema.europa.eu https://www.clinicaltrialsregister.eu/contacts.html ,37.606 clinical trials;  18.700 paediatric trials,eng,dataProvider,Heads of Medicines Agencies,EEC,general,non-profit,https://www.hma.eu/,Data quality(https://www.clinicaltrialsregister.eu/dataquality.html) Legal basis(https://www.clinicaltrialsregister.eu/about.html) ,open ,,open  ,Copyrights (https://www.ema.europa.eu/en/about-us/legal-notice) 
r3d100013304,European Centre for Disease Prevention and Control,https://www.ecdc.europa.eu/en,info@ecdc.europa.eu ,6.071 records,eng,dataProvider,European Centre for Disease Prevention and Control,EEC,general,non-profit,https://www.ecdc.europa.eu/en,Legal notice(https://www.ecdc.europa.eu/en/legal-notice) Open access to scientific content(https://www.ecdc.europa.eu/en/about-us/open-access-scientific-content) The European Surveillance System (TESSy)(https://www.ecdc.europa.eu/en/publications-data/european-surveillance-system-tessy) ,open ,Copyrights (https://www.ecdc.europa.eu/en/copyright) ,open  restricted  ,Copyrights (https://www.ecdc.europa.eu/en/copyright) 
r3d100013307,ISRCTN Registry,http://www.isrctn.com/,info@isrctn.com ,19.698 studies,eng,dataProvider,ISRCTN,GBR,funding,non-profit,https://www.isrctn.com/,Terms and Conditions for the ISRCTN registry website(http://www.isrctn.com/page/terms) ,open ,,embargoed  open  restricted  ,CC (http://creativecommons.org/) Copyrights (http://www.isrctn.com/page/terms) 
r3d100013308,IUPHAR/BPS Guide to Pharmacology,https://www.guidetopharmacology.org,enquiries@guidetopharmacology.org ,,eng,dataProvider,Wellcome Trust,GBR,funding,non-profit,https://wellcome.org/,Disclaimer(https://www.guidetopharmacology.org/disclaimer.jsp) ,open ,other (https://opendatacommons.org/licenses/odbl/) ,open  ,CC (https://creativecommons.org/licenses/by-sa/4.0/) 
r3d100013311,Netherlands Trial Register,https://www.trialregister.nl/,nederlands.trialregister@gmail.com ,8.725 trials,eng,dataProvider,"University Medical Center Utrecht, Julius Center for Health Sciences and Primary Care, Cochrane Netherlands",NLD,general,non-profit,https://netherlands.cochrane.org/,,open ,,open  ,other (https://www.trialregister.nl/) 
r3d100013312,Novartis Clinical Trial Results Database,https://www.novctrd.com/CtrdWeb/home.nov,,,eng,dataProvider,Novartis,AAA,general,commercial,https://www.novartis.com/,Novartis Publication Guidelines(https://prod.novartis.com/sites/www.novartis.com/files/novartis_publication_guidelines_posting.pdf) Terms of use(https://www.novctrd.com/CtrdWeb/termsofuse.nov) Transparency position(https://www.novartis.com/sites/www.novartis.com/files/clinical-trial-data-transparency.pdf) ,open ,,embargoed  open  ,Copyrights (https://www.novctrd.com/CtrdWeb/termsofuse.nov) 
r3d100013313,Surveillance Epidemiology of Coronavirus (COVID19) Under Research Exclusion,https://covidibd.org/,COVID.IBD@unc.edu ,5.887 cases,eng,dataProvider,Crohn's & Colitis Foundation,USA,general,non-profit,https://www.crohnscolitisfoundation.org/,FAQ(https://covidibd.org/faq/) Guidance Regarding Methods for De-identification of Protected Health Information in Accordance with the Health Insurance Portability and Accountability Act (HIPAA) Privacy Rule(https://www.hhs.gov/hipaa/for-professionals/privacy/special-topics/de-identification/index.html) Report a case(https://global.redcap.unc.edu/surveys/?s=8LL398494N) SECURE-IBD Data Sharing Application(https://covidibd.org/wp-content/uploads/sites/22487/2020/10/Instructions-for-applicants_SECURE-IBD_v2.pdf) ,restricted ,,restricted  ,other (https://covidibd.org/faq/) 
r3d100013329,NanoTox Knowledge Base,https://ssl.biomax.de/nanocommons/,nanocommons@biomax.com ,420 nanomaterials,eng,dataProvider,"European Commission, HORIZON 2020",EEC,funding,non-profit,https://ec.europa.eu/programmes/horizon2020,Terms(https://ssl.biomax.de/nanocommons/bioxm_portal/bin/view/BioXM/TermsLegal) ,restricted ,,restricted  ,CC (https://creativecommons.org/licenses/by/4.0/) Copyrights (https://ssl.biomax.de/nanocommons/bioxm_portal/bin/view/BioXM/TermsLegal) 
r3d100013355,GePaRD,https://www.bips-institut.de/forschung/forschungsinfrastrukturen/gepard.html,gepard(at)leibniz-bips.de ,,deu,dataProvider,Leibniz-Institut für Präventionsforschung und Epidemiologie,DEU,general,non-profit,https://www.bips-institut.de/home.html,GePaRD description(https://www.bips-institut.de/fileadmin/bips/images/gepard/GePaRD_description_V1.9.pdf) ,closed ,,embargoed  restricted  ,other (https://www.bips-institut.de/fileadmin/bips/images/gepard/GePaRD_description_V1.9.pdf) 
r3d100013358,Infectious Diseases Data Observatory,https://www.iddo.org/,https://www.iddo.org/about-us/contact-us info@iddo.org ,400 malaria studies; 22 Ebola datasets,eng,dataProvider,WorldWide Antimalarial Resistance Network,AAA,general,non-profit,https://www.wwarn.org/,Ebola Data Platform Data Access Guidelines(https://www.iddo.org/ebola/data-access-guidelines) Ebola Data Platform Data Transfer Agreement(https://www.iddo.org/ebola/data-transfer-agreement) IDDO Data Access Guidelines(https://www.iddo.org/document/iddo-data-access-guidelines) IDDO Data Transfer Agreement(https://www.iddo.org/document/iddo-data-transfer-agreement) ,open ,,restricted  ,other (https://www.iddo.org/data-sharing/contributing-data) 
r3d100013359,KORDS,https://kcl.figshare.com/,research.data@kcl.ac.uk ,90 records,eng,dataProvider,"King's College, London",GBR,general,non-profit,http://www.kcl.ac.uk,KORDS Data Deposit Agreement(https://www.kcl.ac.uk/researchsupport/assets/datadepositagreement.pdf) Research Data Management Policy(https://www.kcl.ac.uk/governancezone/assets/research/research-data-management-policy.pdf) Research Data Management Procedure(https://www.kcl.ac.uk/governancezone/assets/research/research-data-management-procedure.pdf) Research Publications Policy(https://www.kcl.ac.uk/governancezone/assets/research/research-publications-policy.pdf) ,open ,CC0 (https://creativecommons.org) ,embargoed  open  restricted  ,Apache License 2.0 (https://www.apache.org/licenses/LICENSE-2.0) CC (https://creativecommons.org/about/cclicenses/) ODC (https://opendatacommons.org) other (https://spdx.org/licenses/MIT-open-group.html) other (https://www.gnu.org/licenses/) other (https://www.gnu.org/licenses/licenses.html) 
r3d100013393,Mitelman Database of Chromosome Aberrations and Gene Fusions in Cancer,https://mitelmandatabase.isb-cgc.org/,feedback@isb-cgc.org mitelman-info@isb-cgc.org ,cases 71.298; unique gene fusions 32.677; genes involved 14.020,eng,dataProvider,Swedish Childhood Cancer Foundation,SWE,funding,non-profit,https://www.barncancerfonden.se/,User guide(https://mitelmandatabase.isb-cgc.org/help) ,open ,CC (http://creativecommons.org/licenses/by/4.0/) ,open  ,CC (http://creativecommons.org/licenses/by/4.0/) 
r3d100013418,FAPESP COVID-19 Data Sharing/BR,https://repositoriodatasharingfapesp.uspdigital.usp.br/,covid19datasharing@fapesp.br fatima.nunes@usp.br jef@ime.usp.br ,,por,dataProvider,University of Sao Paulo,BRA,funding,non-profit,https://www5.usp.br/,,open ,CC (https://creativecommons.org/licenses/by/4.0/) ,open  restricted  ,CC (https://creativecommons.org/licenses/by/4.0/) 
r3d100013422,National COVID Cohort Collaborative,https://ncats.nih.gov/n3c,NCATS_N3C@nih.gov chute@jhu.edu kenneth.gersing@nih.gov melissa@tislab.org ,601.000 patients; 62.492 COVID-19 positive patients; 632.8M rows of data,eng,dataProvider,National Center for Data to Health,USA,general,non-profit,https://cd2h.org/,N3C Data User Code of Conduct(https://ncats.nih.gov/n3c/resources/data-user-code-of-conduct) ,restricted ,,restricted  ,other (https://ncats.nih.gov/files/NCATS_N3C_Data_Use_Agreement.pdf) other (https://ncats.nih.gov/files/NCATS_N3C_Sample_Data_Use_Request.pdf) 
